
800	0.004285
1600	0.01468
2400	0.025223
3200	0.044742
4000	0.077253
4800	0.100034
5600	0.134947
6400	0.176217
7200	0.223684
8000	0.276205
8800	0.344716
9600	0.404738
10400	0.47213
11200	0.543367
12000	0.620896
12800	0.706803
13600	0.793469
14400	0.8877
15200	0.986821
16000	1.12243
16800	1.25774
17600	1.37679
18400	1.55339
19200	1.61142
20000	1.74504
20800	1.8655
21600	2.03142
22400	2.15824
23200	2.32161
24000	2.49592
